"","Lupus","WT"
"1500009C09Rik",-0.360717601069456,0.830108642721107
"Cyp2d26",-0.182055607342779,0.543011187904055
"Ppara",-0.233317019572041,0.243381111605852
"Pkdrej",-0.300642244934065,0.681435789381967
"Trmu",-0.317104282246914,0.368487022549735
"Prickle1",-0.219990513156489,0.244665091758191
"Vdr",-0.266875853985189,0.247783366303423
"Adcy6",0.0818021307086183,0.249040291058468
"Smarcd1",-0.0945861142603662,0.420171057886944
"Gpd1",0.147697739973877,0.266980742457003
"Ankrd33",-0.236321173155551,0.328024925868283
"AU021063",-0.432260282274049,0.419585457062122
"Hoxc5",-0.365841517242603,0.538723264086334
"Hoxc4",-0.307572421117992,0.318830359992187
"D930007P13Rik",-0.217489988881478,0.253628724843884
"Arvcf",-0.23229909098694,0.289202689299075
"P3h2",-0.302718599590996,0.390896482549993
"Zdhhc19",-0.185816847001564,0.450712202485205
"Itgb5",-0.269453809446639,0.298564170032812
"Mylk",-0.128072768159349,0.216255623881668
"Adcy5",-0.144068004936055,0.285402056870127
"Sema5b",-0.126759464446156,0.268620088607378
"2010005H15Rik",-0.950552190467917,1.34138171733097
"Stfa1",-2,2
"Igsf11",-0.306283325433625,0.234413868344031
"Gm32461",-0.300471817547726,0.472015873033751
"Cbr1",-0.937433728187327,0.784344555987
"Igsf5",0.0361725158302898,0.228069645545018
"Tcp10c",-1.98721127580939,1.90427364659507
"2700054A10Rik",-0.434330511387054,0.702751107593084
"Gm5092",-0.616570160707373,0.535925158317089
"Ift140",-0.337633331016991,0.324119176802213
"Tmem204",-0.480283743615228,0.401018429448405
"Fbxl16",-0.271651166930642,0.407360482969632
"Luc7l",-0.181722041259582,0.289467378315866
"Mir7214",-0.244283571753878,0.574472241060881
"Pde9a",-0.103521714538396,0.255997652852865
"Cyp4f15",-0.246806952180381,0.484693032597267
"Cyp4f13",-0.119502082939537,0.543956383868686
"Olfr55",-1.05901198130867,1.96284458807034
"H2-K2",-0.606808266213453,0.606150850392432
"AA388235",-0.642891572365992,0.901809199454442
"H2-Q2",-1.42775554249293,1.19981930691157
"H2-Q4",-1.9713389781428,1.26346658436491
"Ddr1",-0.149507590446369,0.232482688265082
"H2-M1",-1.61175877067012,1.33930748482897
"H2-M10.5",-0.680618165889065,0.542414248781038
"Vegfa",-0.181962301717761,0.204104780015353
"Abcc10",-0.135162613107774,0.370816832764657
"Lrrc30",-0.423090869546552,0.491919858737213
"Srd5a2",-0.202541002727854,0.347469410533867
"2010106C02Rik",-0.376341980572846,0.499557604297914
"C330024C12Rik",-0.0903091915317459,0.25258875913188
"Greb1l",-0.186403119710581,0.304123607007119
"Mir1b",-0.253029230197913,1.92793443735753
"Dsg2",-0.247042932291868,0.390552309699944
"Lims2",-0.264596185978766,0.42949365812073
"Myo7b",-0.133707346267064,0.306453436401316
"Nrep",-0.254294243886082,0.365255231544471
"Fchsd1",-0.146218344266116,0.508554176520434
"A530050N04Rik",0.00114138803494007,0.308387891832759
"Gm10532",-0.3146327436551,0.303275177353346
"Zbtb7c",-0.233358804472303,0.29738988389826
"Pcx",-0.0960471568145275,0.362114612756071
"4930481A15Rik",-0.703895270341522,0.753028262270796
"Slc22a8",-0.431040716196925,0.465997902064055
"Slc22a6",-0.473326058536522,0.693817281997439
"Rab3il1",-0.232099886504224,0.287833133914744
"Glis3",-0.16746126647657,0.228379244706331
"4430402I18Rik",-0.0594259890058346,0.339171847830185
"Slc16a12",-0.0807655865565638,0.33269699069287
"Ppp1r3c",-0.380004099810743,0.522271879829005
"Tnks2",-0.14710998805516,0.304722552332529
"Myof",-0.162069606994021,0.209518873220732
"Morf4l1b",-0.106929441554769,0.490722772555328
"4933411K16Rik",-0.0854003754859794,0.364629959693343
"Loxl4",-0.0445282077589754,0.357512813492411
"Abcc2",-0.436549485901965,0.670975979586917
"Cpn1",-0.322749695379873,0.662371829117814
"Cyp2c23",-1.00119442364945,0.84893924899935
"Erlin1",-0.242140959972543,0.551075181068662
"Chuk",-0.420543594004593,0.391735376937129
"Sema4g",-0.262603074336768,0.399175501852883
"Gpam",-0.213070010992309,0.271899273049453
"Afap1l2",-0.265566495848647,0.237873700626292
"Mymk",-0.130824431685818,0.360438282350854
"Adamtsl2",-0.184989291483469,0.304203470885955
"Dbhos",-0.0454542029234995,0.597844870758156
"Sardh",-0.354102007784231,0.278562598572372
"Gm14486",-0.150907209814003,0.228142662563587
"Gpr107",-0.140939573462941,0.410484462453625
"Ass1",-0.330003821353631,0.241200353459985
"Eng",-0.368715093455047,0.315252896067477
"Mir1954",-0.346542851547541,0.377530366606891
"Angptl2",-0.26906294872339,0.339204192906609
"Lrp1b",-0.157451680690954,0.204867097238687
"Pkp4",-0.226173444632865,0.252672643039892
"Sp5",-0.661444107843338,0.484362503139411
"Slc25a12",-0.205785587595244,0.437270588746707
"Osbpl6",-0.0975928760259191,0.231949007928111
"Ccdc141",-0.243588096305721,0.327620554258687
"Sestd1",-0.207643960321408,0.255383922267812
"Olfr1039",-1.86250750046233,1.77082361486446
"Olfr228",-0.577900149809457,0.92137042797126
"4631405J19Rik",-0.0594965231759837,0.266140802288575
"Tspan18",-0.34657983887629,0.348412606839785
"Olfr1303",-0.35274448854032,0.654209385037864
"4930528P14Rik",-0.497031725592774,0.387878440316105
"BC052040",-0.238897912808497,0.264003492851213
"Meis2",-0.24786732654171,0.279566727625526
"Sord",-0.253366837284679,0.325942207276492
"A730017L22Rik",-0.0620530505836461,0.275801659795195
"Plcb1",-0.143952816203051,0.24636626200428
"4933406D12Rik",-0.286313937528093,0.335865816610165
"Zfp120",0.227716970782007,0.408517555647358
"Gm14164",-0.460154270511168,0.351257911909754
"Bpifa2",-0.0141121867223025,0.69448019609332
"Cbfa2t2",0.075997469346308,0.252813322466504
"Acss2",-0.20037072560213,0.256460166954193
"Gss",-0.0778970212667564,0.342224133506365
"Src",-0.0451932120964493,0.23500464805054
"Ctnnbl1",-0.314538193739807,0.262204633260693
"2010009K17Rik",-0.516174579313784,0.332102735361562
"Slc13a3",-0.568856450053833,0.629798338660565
"Bmp7",-0.216225783988413,0.249300119688644
"Pck1",-0.254701648751346,0.330378149494372
"Car1",0.133368796219439,0.498569822182565
"Spata16",-0.0825363917323278,0.240683013236533
"Gm1527",-0.590029108902178,0.446790786397308
"Mecom",-0.30012835710567,0.241682156593672
"Gm20755",-0.210673409271597,0.225395984535699
"Gm7977",-0.256639070590589,0.644530883323173
"Sucnr1",-0.361373917782907,0.582580572208232
"Iqschfp",-0.197341206852537,0.225819702288255
"Schip1",-0.201178181983137,0.230500282635112
"4930509J09Rik",-0.239433952633831,0.420999472449564
"Pdgfc",-0.259735660711218,0.452279687157682
"Mir7010",-0.113526437864468,0.41243785528625
"Trim2",-0.0453957366275643,0.309794815432983
"Gm6525",-0.0247919348795142,0.353645589588333
"Prss48",-0.144661841815619,0.267199254735134
"Pklr",0.0452245997471269,0.392766418730524
"Cd160",-0.109727466583504,0.358305910679756
"Gja8",-0.309597972985946,0.431418425575477
"Gja5",-0.160275186860681,0.323486411314898
"Zfp697",-0.0182091531172711,0.252056041508592
"Mab21l3",-0.0643486943133567,0.251998178705833
"Abcd3",-0.0889457298054936,0.215251558953919
"Egf",-0.261520451908275,0.38387597269587
"Lrit3",-0.448825693597542,0.806519997372584
"Tbck",-0.0189775397463043,0.268372741167962
"Gm29811",-0.287746762037109,0.398592407367208
"Adgrl4",-0.274961251212688,0.311737812102714
"Nkain3",-0.16211426856323,0.205394512103174
"Rragd",-0.381458877027204,0.435568001255487
"Ccl27a",-1.15506900911918,0.868833939316761
"Fam205a1",-2,2
"Msmp",-0.450676597242157,0.431016830989584
"Zfp462",-0.16451997554885,0.228460363163756
"Mup9",-0.428953786330262,1.01218955312766
"Mup2",-0.241566776246484,0.539618182634744
"Mup8",-0.603245915361949,1.23751359716276
"Mup10",-2,2
"Mup11",-2,2
"Mup12",-1.16654003731608,1.49023618606698
"Mup16",-1.89405821437275,1.99262624207637
"Mup19",-0.305783039063228,0.559297130998965
"Bnc2",-0.153876437506532,0.214208746369006
"Gm13286",-2,1.97140754807689
"Gm13283",-2,2
"Gm13290",-2,2
"Patj",-0.0742886950806404,0.215417526264363
"Kank4",-0.134806035139574,0.54119432441485
"Ror1",-0.316500698237296,0.308197169203194
"Cachd1",-0.0998214194270002,0.216011465732737
"Dnajc6",-0.0363592738703643,0.333592282390677
"Bsnd",-0.20271321079707,0.457247924632636
"Dhcr24",-0.11455650483372,0.331281110792258
"Acot11",-0.126790585455605,0.20189277888795
"Skint4",-2,2
"Skint3",-2,2
"Skint9",-2,2
"Skint2",-1.53527648862227,1.55592124773559
"Skint6",-2,2
"Skint5",-0.693365290985333,0.77606251493382
"Skint11",-0.59735599223588,0.764037687552734
"Trabd2b",-0.238623375303809,0.323503162477429
"St3gal3",-0.197374763926526,0.208959511864846
"Mir7226",-0.22889094331046,0.22774426303228
"Gm12992",-0.254482295166248,0.410318385204914
"Kdf1",-0.547966003694774,0.52799792670105
"Dhdds",-0.0957742435937318,0.579341211779835
"Cep85",-0.418808345507116,0.343122458884103
"Zfp593",-0.150398948760028,0.545882853733705
"Trim63",-0.462675516416132,0.621812657711029
"Aunip",-0.569406442619157,0.663711922542355
"Ncmap",-0.140287742242494,0.527253702739119
"Myom3",-0.277496342398759,0.422815504687355
"Id3",-0.372621315597482,0.247656808786768
"Zbtb40",-0.279337811522927,0.340760455907142
"Cela3b",-0.262745968250606,0.598090267361026
"Hspg2",-0.0885560619953767,0.242823704189228
"Ldlrad2",-0.389994160501388,0.411356567110782
"Rap1gap",-0.209413398134592,0.227089554738024
"Camk2n1",-0.305551080121085,0.264809942595843
"Akr7a5",-0.123154551388403,0.297309236104626
"Mrto4",-0.411872501145586,0.388162955795011
"Klhdc7a",-0.15349669670048,0.468354876689577
"Arhgef10l",-0.25443018011074,0.28108554152964
"Kazn",-0.30240234006733,0.375899435547845
"Gm13083",-1.01503438989332,1.43637443899606
"Pramel4",-0.735475332870747,1.15150164267682
"Gm13102",-1.71952395244103,1.83681772999722
"Gm438",0.0275854362075301,0.572501931215737
"Slc2a7",-0.18216200900517,0.41377381899995
"Zfp804b",-0.194929528217939,0.238401888311661
"Sri",-0.108815945296754,0.39850797630448
"4930558F17Rik",-1.76184939738096,1.75432697741345
"Gm5861",-1.96405779903878,1.87460130498646
"Speer1",-1.39554244307142,1.68065528980061
"Gm6460",-0.887789905914905,2
"Gnat3",-0.196018417954034,0.325291215575754
"Klhl7",-0.566667280713731,0.4187162805675
"2900005J15Rik",-0.20795635621166,0.229247158468734
"1700001C02Rik",0.254077562948136,0.516743703088991
"Sh3tc1",-0.246043096787282,0.208299340976931
"Evc2",-0.372864552114524,0.353963969450404
"Nsg1",-0.30256385415955,0.453132424883094
"Ppargc1a",-0.224088596351413,0.24086579829957
"Sepsecs",-0.246872102196941,0.354850964038688
"5830416I19Rik",-0.424260166028319,0.45625674118454
"Tbc1d1",-0.2802191755349,0.241330993357681
"Gm3716",-0.321541788839722,0.379415959985218
"Limch1",-0.393945915231045,0.290161060338698
"Mir1187",-0.453286405492181,0.539565729776791
"Slc4a4",-0.192772700698164,0.214205609783309
"Mir1961",-0.182377455735503,0.318997138322042
"C87414",-2,2
"Gm16513",-0.269556881666873,2
"Ube2d2b",-0.205748653696683,0.386138423039564
"Tmem211",-0.167527213156243,0.228521257282984
"Mir7029",-0.313617798001314,0.45147932253538
"Fbxo21",-0.389221561596937,0.361181103624415
"Ift81",-0.22271464657288,0.253646511672541
"Ccdc62",-0.116333887835321,0.321418252651102
"Rflna",-0.358655659480271,0.368841381915967
"Actl6b",-0.119520609824075,0.501305204524865
"Pilrb1",-1.26184187925202,1.15022998113452
"Pdgfa",-0.149946800013529,0.201913064637189
"Rbakdn",0.150079390876461,0.631661660094547
"Ankrd61",0.016302874100385,0.879635953203847
"8430423G03Rik",-0.333612956404554,0.467975353052328
"5930430L01Rik",-0.258573649857897,0.28760482784852
"Kl",-0.194598886226826,0.285135712136983
"Samd9l",-0.328465376134296,0.600475366752297
"Ahcyl2",-0.0432776135522653,0.278713693283813
"Mkln1os",-0.309601318504489,0.285132388868578
"Podxl",-0.207825869738383,0.286230719008664
"Akr1d1",-0.168194085480336,0.45052132696996
"D630045J12Rik",-0.291355936761037,0.217266454042799
"Tbxas1",-0.294298310212586,0.216841354428668
"Lrrc61",-0.372262433911314,0.575411805513819
"Aoc1",-0.11522660702746,0.336798632930701
"Halr1",-0.348668712398738,0.394760558521044
"Hoxa3",-0.437333204276396,0.27347465476713
"Hoxaas3",-0.466210154142934,0.283726427315618
"Evx1os",-0.0909287847574385,0.42434966906105
"9130019P16Rik",-0.0756397482688573,0.256086838188549
"Prr15",-0.382711921508921,0.443873545350896
"Rprl1",-0.46934605408867,0.686759949880904
"Thnsl2",-0.0867967794605215,0.419881092836598
"Nat8f7",-2,2
"Nat8f3",-0.664220321894661,1.35387638838213
"Grm7",-0.123732153169651,0.215104967042912
"Tmem40",-0.515644204135046,0.389827626050185
"Rpl32",-0.215355249540516,0.414236013855002
"Efcab12",-0.251768335032582,0.540191523611239
"Mbd4",-0.111530196249327,0.390379575085021
"Ift122",-0.131469159866318,0.267269965196706
"Klra22",-1.37083095353665,1.23760237377032
"Klra6",-2,2
"Klra4",-2,2
"Klra12",-1.75314846718121,1.71267638824369
"Klra15",-1.21065300267925,1.1263776994764
"Klra8",-2,2
"Klra21",-2,2
"Klra14-ps",-2,2
"Klra9",-1.01881280180709,1.10494331708965
"5430401F13Rik",-0.767079334865837,0.896206147702315
"Tas2r130",-0.178016916747922,0.652696979639972
"A630073D07Rik",-0.798713638237812,1.6855928646889
"Tas2r120",-0.990885158045026,0.887246535802362
"Tas2r131",-0.860316995072371,1.79250132059823
"5530400C23Rik",-0.257372276128945,0.410479533841253
"4930425L21Rik",-0.239574502946004,0.315812218087936
"Art4",-0.128658565314446,0.607682212571719
"Rergl",-0.294538989903425,0.419077380342729
"Pik3c2g",-0.362126750021752,0.378863407683326
"Pira1",-1.10699941948292,1.80116308318737
"Gm14548",-2,2
"Shisa7",-0.313782766645521,0.37955719799361
"Vmn1r61",-0.495979778056676,0.666303204329399
"Epp13",-0.0859541057430484,0.493450510513973
"Aurkc",-0.512852073742665,0.694177522807271
"Vmn2r31",-1.08808423558572,1.50005573471816
"Vmn2r32",-2,2
"Vmn2r33",-1.4251219309565,1.58336330122537
"2810047C21Rik1",-2,2
"Vmn2r43",-2,2
"Vmn2r44",-2,2
"Vmn2r45",-2,2
"Vmn1r71",-1.04496458289859,0.889760008320515
"Zscan4a",-0.724745155753307,0.892700458378556
"Zscan4c",-2,1.99344222629189
"Zscan4f",-0.508228851335083,0.751487546229359
"Vmn1r78",-0.441508528739938,0.754307822115897
"Vmn1r113",-2,2
"Ceacam1",0.0113041716683291,0.350606475553316
"Zfp74",-0.446725504388054,0.460852471098096
"2200002J24Rik",-0.534212278848796,0.930449202434234
"Scgb1b7",-2,2
"Scgb2b11",-2,2
"Scgb2b12",-1.90243180724284,2
"Scgb1b12",-2,2
"Scgb1b29",-2,2
"Scgb2b15",-0.51019539066426,1.02856882574145
"Scgb2b18",-1.06699012445466,1.16024225316363
"Chst8",-0.291409925434245,0.399234100909573
"Gabrg3",-0.0261323355075217,0.256131495994946
"Rhcg",-0.184371458657584,0.33078833942472
"Pde8a",-0.198145791070654,0.225222711207762
"Vmn2r73",-0.0495296822961848,0.600058666153917
"Vmn2r74",0.0646611972809178,0.428210299774364
"Nox4",-0.440726646047256,0.376754499536997
"Me3",-0.157115715593211,0.288396324380024
"Lrrc32",-0.225808016359115,0.307179503399495
"Olfr68",0.149472028768138,2
"Hbb-b2",-1.12854422302292,1.14026227028958
"Olfr66",-0.34211554341742,1.15132577060594
"Trim34a",-1.11296524048498,1.32326779775653
"Trim5",-2,2
"Trim12a",-2,2
"Gm15133",-2,2
"Trim30e-ps1",-2,2
"Olfr715b",-2,2
"4930543E12Rik",-0.167690532621722,0.26142316256339
"Plekha7",-0.334337294243053,0.23998218674999
"Xylt1",-0.23848264539117,0.268012441491
"Acsm2",-0.195033202644704,0.324032005382895
"Acsm1",-0.151088965941882,0.349473068273523
"Tacc2",-0.215285039265158,0.220678973659573
"Deaf1",-0.133717688810703,0.232236703626538
"Mir7063",0.00476065218509938,0.589195269144712
"Mir3105",-0.23529493751116,0.221599607076521
"4930453L07Rik",-0.0659033783981877,0.574321835217766
"Defb8",-0.479264975510845,0.615679136602841
"Defa35",-1.45149479940535,2
"Gm14851",-1.59393329419714,1.92027586825104
"Defa30",-2,2
"Defa22",-2,2
"Gm15293",-2,2
"Defa3",-1.48672168956923,2
"Defa27",-2,2
"Defa29",-1.23912189921057,2
"Defa2",-2,2
"Defa33",-1.72115249696572,2
"Gm7849",-2,2
"Defa20",-2,2
"Trmt9b",-0.243475598679919,0.330484783443466
"Dlc1",-0.241490775218684,0.247196601074423
"Sgcz",-0.201531698387053,0.202104790997113
"Gm7827",-0.792822933940557,0.659190241155416
"Ccdc130",-0.00718600974981341,0.324546563127683
"Fto",-0.321187291636439,0.323201143577961
"Irx3",-0.0143298721412695,0.258850286088059
"Ces1c",-0.221880381679783,0.722193225547429
"Adgrg3",-0.137058955951149,0.45716063698437
"Tango6",-0.281202343723892,0.282137337765189
"Mir7075",-0.308474463172697,0.399638364478836
"Cyb5b",-0.200683131562187,0.301315627688918
"Bcar1",-0.189582639580008,0.213045525408506
"Cfdp1",-0.166268305302413,0.305839912022824
"Sult5a1",-0.104977001835599,0.367494285874654
"Pard3",-0.278978737337578,0.283290852190494
"Olfr951",-1.90652931137278,1.54671081047598
"Olfr952",-2,2
"Olfr957",-0.334549802332772,0.960369123068236
"Tbcel",-0.18051348801228,0.401230430224746
"Fxyd6",-0.0237784382460526,0.405772817638722
"Gm6981",-0.177166576782528,0.3153889223725
"Islr",-0.204335940769986,0.663606451435314
"Uaca",-0.168192015473976,0.215937821845193
"Lctl",-0.306515043396697,0.383921848514625
"Megf11",-0.187106564166045,0.209561430573147
"Oaz2",-0.431555414513267,0.384179805423565
"Zfp609",-0.115590629530018,0.215684307216056
"Car12",-0.363857869982462,0.331214465978868
"Gm19299",-0.337877881376882,0.363377556818084
"Mir190a",-0.234761621777275,0.302197548195535
"Myzap",-0.237226363949292,0.317408158649171
"Cgnl1",-0.300627223614756,0.224772043360356
"Tinag",-0.129488798780942,0.380069021699929
"Mlip",-0.201504843696798,0.36845007930133
"Lrrc1",-0.0322623353095794,0.31080564880151
"Klhl31",-0.0169177711531174,0.333612064365217
"Gsta2",-0.709929993750017,0.907734911451011
"Gm2109",0.0130301426167405,0.394714869733558
"U2surp",-0.252177588116799,0.415953556383909
"Paqr9",-0.209637940667127,0.378910471885979
"Rnf7",-0.190412787469523,0.322623299458223
"Spsb4",-0.297509023273142,0.340815821853585
"Nmnat3",-0.264010607486318,0.320659161023542
"Slco2a1",-0.147614975267214,0.262795624320781
"Rab6b",-0.403805699430856,0.366621593341493
"Tmem108",-0.130091076246678,0.222594321683189
"Nek11",-0.244634504006566,0.293053592227654
"Mapkapk3",-0.366852761153355,0.452730640051216
"Rnf123",0.0421452390212384,0.247767403723622
"Pth1r",-0.25980159338095,0.337525780728388
"Glb1",-0.376959770344912,0.420143756641895
"Dlec1",-0.367423113015589,0.412285361929144
"Xylb",-0.0232433247293092,0.477870886091425
"5830454E08Rik",-0.19365713365255,0.394941473997146
"Ulk4",-0.170953860419866,0.231238444103113
"Zfp445",-0.216176413739845,0.457099264278727
"Shroom4",-0.269894372156237,0.291891911817572
"5430428K19Rik",-0.366154939987007,0.327538727911387
"Dgkk",-0.23798008091271,0.415208543950116
"Ssxb9",-0.315634378983555,0.365814181786089
"Efhc2",-0.437200238579533,0.362603139886417
"Gm1993",-0.537478174377668,0.937246263013404
"Tenm1",-0.463166213226677,0.273574654189336
"Apln",-0.0361196210945355,0.39197274056442
"Gm35612",-0.460430852993763,0.705248351070837
"Firre",-0.916554444759747,0.605857235234089
"Frmd7",-0.524248014573521,0.557609663919431
"Gpc3",-0.32368914939045,0.291810160501227
"Plac1",-0.542329109113046,0.566490010141155
"Fgf13",-0.234880690059683,0.411266094664011
"Mir742",-0.489701161180028,2
"Mir883a",0.436732995980511,2
"Aff2",-0.369384291918508,0.34159120996174
"Dusp9",-0.590668052761054,0.490888502236789
"4933407K13Rik",-0.444945036164168,0.487692424211046
"Cldn34b3",-0.408129292966133,0.560704872272283
"Obp1b",-0.204021168788654,0.796678293437042
"Dmd",-0.293655229313468,0.257532027899224
"Stard8",-0.177111185633804,0.293974822608705
"Slc16a2",-0.347604410695254,0.419892693676394
"Rps6ka6",-0.0874712544305242,0.510289661498222
"Dach2",-0.398733690881668,0.499478449964352
"Tgif2lx1",-0.511579829154127,0.612430747876335
"Pabpc5",-0.383924829926091,0.528602939692855
"Pcdh11x",-0.525049068195298,0.392582816819702
"Nap1l3",-0.227116836063,0.516510400622325
"Cldn34c1",-1.2610680378511,1.10471134153565
"Vmn2r121",-1.68513995470282,1.55915416783662
"4932411N23Rik",0.0474332654751416,0.662961174058622
"Cldn34c4",-0.377806622296955,0.561946985531477
"Diaph2",-0.337004745268954,0.274333932935589
"Bex3",-0.590826206368071,0.771802398305579
"Tmsb15b2",-0.327431142767883,0.951572251251745
"Il1rapl2",-0.31770179520421,0.21681829068017
"Rtl4",-0.33541445415625,0.288468279882336
"Il13ra2",-0.339727153420184,0.536675038506445
"Gm15093",-1.52752109028407,2
"Gm15097",-1.42484945145644,1.47586277875587
"Gm15091",-0.745573421785693,1.82683555530697
"Apex2",-0.15699046113554,0.49968156673741
"Nhs",-0.335647113577831,0.349489416801953
"Glra2",-0.162003496058108,0.344101341162786
